,Ticker,SMA200_value,SMA150_value,SMA50_value,SMA21_value,SMA200_percent,SMA50_percent,EPS_QoQ_percent,Sales_QoQ_percent,prev_close,week52_high,week52_low,Inst. Ownership,Shares Outstanding,volume,Relative Strength Value,SMA50_greater_SMA150_rule (1st),SMA50_greater_SMA150_rule_score,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule (1st),SMA150_greater_SMA200_rule_score,SMA150_greater_SMA200_rule_nvalue,week52_span_rule (1st),week52_span_rule_score,week52_span_rule_nvalue,rs_value_rule (1st),rs_value_rule_score,rs_value_rule_nvalue,overextended_sma21_rule (1st),overextended_sma21_rule_percentage,overextended_sma21_rule_score,overextended_sma21_rule_nvalue,liquidity_rule (1st),liquidity_rule_score,liquidity_rule_nvalue,close_above_52weekhigh_rule (1st),close_above_52weekhigh_rule_score,close_above_52weekhigh_rule_nvalue,prev_close_rule (1st),prev_close_rule_score,prev_close_rule_nvalue,SMA200_slope_rule (1st),SMA200_slope_rul_score,SMA200_slope_rul_nvalue,inst_ownership_rule (1st),inst_ownership_rule_score,inst_ownership_rule_nvalue,close_greater_SMA50_rule (1st),close_greater_SMA50_rule_score,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule (1st),sales_QoQ_yearly_rule_score,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule (2nd),eps_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_nvalue,Primary Passed Tests,Secondary Passed Tests,Lwowski Rating,N-Value Rating
772,TGNA,15.63,16.72,19.38,19.7,0.42,0.09,1.88,0.35,20.31,21.0,10.13,0.91,219940000.0,1723349.0,7.0,True,1303.0,8192.0,True,286.0,4096.0,True,499.0,2048.0,True,6144.0,1024.0,True,0.030964467005076116,9.0,512,True,5.0,256,True,37.0,128.0,True,19.0,64.0,True,0.0,32.0,True,275.0,16.0,True,0.0,8.0,True,2.0,4.0,True,19.0,2,12,1,8598.0,16382.0
1625,UHAL,471.17,507.02,599.16,612.05,0.44,0.08,4.92,0.26,614.79,621.0,252.54,0.37,19610000.0,60673.0,6.0,True,1489.0,8192.0,True,312.0,4096.0,True,974.0,2048.0,True,5120.0,1024.0,True,0.0044767584347684165,22.0,512,True,11.0,256,True,41.0,128.0,True,20.0,64.0,True,0.0,32.0,True,102.0,16.0,True,0.0,8.0,True,0.0,4.0,True,53.0,2,12,1,8144.0,16382.0
763,SBSW,15.58,16.73,18.62,18.3,0.39,0.08,59.88,1.3,18.95,20.0,6.2,0.14,668400000.0,3046265.0,5.0,True,925.0,8192.0,True,302.0,4096.0,True,1916.0,2048.0,True,4096.0,1024.0,True,0.03551912568306003,7.0,512,True,4.0,256,True,34.0,128.0,True,17.0,64.0,True,0.0,32.0,True,29.0,16.0,True,0.0,8.0,True,17.0,4.0,True,663.0,2,12,1,8010.0,16382.0
1114,BLDR,39.36,41.52,45.45,46.76,0.36,0.08,2.35,0.43,48.32,49.0,12.95,0.68,206430000.0,2180571.0,4.0,True,775.0,8192.0,True,225.0,4096.0,True,2602.0,2048.0,True,3072.0,1024.0,True,0.03336184773310527,8.0,512,True,4.0,256,True,40.0,128.0,True,20.0,64.0,True,0.0,32.0,True,202.0,16.0,True,1.0,8.0,True,3.0,4.0,True,24.0,2,12,1,6976.0,16382.0
1394,WD,86.02,94.14,103.96,104.99,0.44,0.06,0.93,0.61,106.97,112.0,32.69,0.78,30640000.0,141458.0,3.0,True,855.0,8192.0,True,387.0,4096.0,True,2162.0,2048.0,True,2048.0,1024.0,True,0.01885893894656638,15.0,512,True,8.0,256,True,35.0,128.0,True,18.0,64.0,True,0.0,32.0,True,234.0,16.0,True,0.0,8.0,True,6.0,4.0,True,8.0,2,12,1,5776.0,16382.0
1591,GNRC,257.49,273.72,320.06,321.03,0.44,0.03,0.78,0.29,328.47,363.0,93.29,0.95,62390000.0,482230.0,2.0,True,1387.0,8192.0,True,258.0,4096.0,True,2733.0,2048.0,True,1024.0,1024.0,True,0.023175404167834954,13.0,512,True,7.0,256,True,26.0,128.0,True,13.0,64.0,True,0.0,32.0,True,288.0,16.0,True,0.0,8.0,True,1.0,4.0,True,7.0,2,12,1,5757.0,16382.0
1454,EVR,106.24,116.07,131.46,132.91,0.48,0.07,1.02,0.4,132.22,142.0,47.61,0.86,40890000.0,476853.0,3.0,True,1086.0,8192.0,True,379.0,4096.0,True,1617.0,2048.0,True,2048.0,1024.0,True,-0.0051914829583928805,27.0,512,True,13.0,256,True,31.0,128.0,True,15.0,64.0,True,0.0,32.0,True,259.0,16.0,True,0.0,8.0,True,2.0,4.0,True,9.0,2,12,1,5486.0,16382.0
1083,FNF,37.49,39.13,40.79,42.05,0.24,0.1,1.23,0.6,43.95,44.0,24.3,0.83,292000000.0,1654584.0,5.0,True,348.0,8192.0,True,179.0,4096.0,True,177.0,2048.0,True,4096.0,1024.0,True,0.04518430439952451,2.0,512,True,1.0,256,True,42.0,128.0,True,21.0,64.0,True,0.0,32.0,True,250.0,16.0,True,1.0,8.0,True,6.0,4.0,True,12.0,2,12,1,5135.0,16382.0
1125,AVNT,40.11,43.0,47.7,48.22,0.39,0.07,8.68,0.51,48.42,51.0,19.31,0.96,91300000.0,287108.0,3.0,True,895.0,8192.0,True,295.0,4096.0,True,1197.0,2048.0,True,2048.0,1024.0,True,0.004147656574035729,22.0,512,True,11.0,256,True,34.0,128.0,True,17.0,64.0,True,0.0,32.0,True,291.0,16.0,True,0.0,8.0,True,4.0,4.0,True,94.0,2,12,1,4908.0,16382.0
1336,SPB,74.05,78.62,84.38,87.03,0.32,0.07,3.08,0.31,89.62,92.0,35.41,0.99,42900000.0,210826.0,2.0,True,600.0,8192.0,True,253.0,4096.0,True,1145.0,2048.0,True,1024.0,1024.0,True,0.029759852924279025,10.0,512,True,5.0,256,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,301.0,16.0,True,0.0,8.0,True,1.0,4.0,True,32.0,2,12,1,3428.0,16382.0
1518,MKSI,150.95,162.94,174.82,186.37,0.33,0.09,1.7,0.32,186.52,197.0,85.2,0.98,55100000.0,260654.0,2.0,True,597.0,8192.0,True,325.0,4096.0,True,793.0,2048.0,True,1024.0,1024.0,True,0.0008048505660782619,24.0,512,True,12.0,256,True,34.0,128.0,True,17.0,64.0,True,0.0,32.0,True,298.0,16.0,True,1.0,8.0,True,1.0,4.0,True,17.0,2,12,1,3143.0,16382.0
744,VALE,15.43,16.93,17.55,17.72,0.36,0.09,1.75,0.92,18.19,19.0,7.67,0.23,5130000000.0,25240030.0,2.0,True,300.0,8192.0,True,398.0,4096.0,True,996.0,2048.0,True,1024.0,1024.0,True,0.02652370203160285,11.0,512,True,6.0,256,True,35.0,128.0,True,18.0,64.0,True,0.0,32.0,True,58.0,16.0,True,0.0,8.0,True,11.0,4.0,True,17.0,2,12,1,2874.0,16382.0
708,FHN,13.85,14.96,17.04,17.09,0.4,0.05,0.13,0.42,17.14,18.0,7.2,0.85,553400000.0,5003707.0,2.0,True,1139.0,8192.0,True,328.0,4096.0,True,1024.0,2048.0,True,1024.0,1024.0,True,0.0029256875365711358,23.0,512,True,11.0,256,True,35.0,128.0,True,17.0,64.0,True,0.0,32.0,True,256.0,16.0,True,0.0,8.0,True,3.0,4.0,False,0.0,0,12,0,3860.0,16380.0
990,WLL,25.33,28.24,34.46,34.51,0.15,0.07,1.0,-0.44,35.04,37.0,0.32,0.87,38170000.0,870876.0,7.0,True,1804.0,8192.0,True,471.0,4096.0,True,140032.0,2048.0,True,6144.0,1024.0,True,0.015357867284845006,17.0,512,True,8.0,256,True,34.0,128.0,True,17.0,64.0,True,0.0,32.0,True,262.0,16.0,True,0.0,8.0,False,0.0,0.0,True,9.0,2,11,1,148798.0,16378.0
1081,VRTV,24.35,27.13,39.07,42.82,1.03,0.3,7.73,-0.1,43.16,46.0,7.19,0.92,15870000.0,150184.0,34.0,True,3605.0,8192.0,True,468.0,4096.0,True,5814.0,2048.0,True,33792.0,1024.0,True,0.007940214852872404,21.0,512,True,10.0,256,True,32.0,128.0,True,16.0,64.0,True,0.0,32.0,True,278.0,16.0,True,1.0,8.0,False,0.0,0.0,True,84.0,2,11,1,44121.0,16378.0
569,TMST,6.27,7.04,10.37,11.14,1.08,0.28,0.88,-0.07,10.81,12.0,2.26,0.62,45000000.0,669757.0,32.0,True,3875.0,8192.0,True,503.0,4096.0,True,4477.0,2048.0,True,31744.0,1024.0,True,-0.029622980251346503,39.0,512,True,19.0,256,True,26.0,128.0,True,13.0,64.0,True,0.0,32.0,True,182.0,16.0,True,0.0,8.0,False,0.0,0.0,True,8.0,2,11,1,40886.0,16378.0
588,CRIS,6.85,8.79,10.85,11.5,1.37,0.11,0.56,-0.09,11.37,13.0,0.7,0.71,66030000.0,1968045.0,5.0,True,1920.0,8192.0,True,1160.0,4096.0,True,20773.0,2048.0,True,4096.0,1024.0,True,-0.011304347826087024,30.0,512,True,15.0,256,True,21.0,128.0,True,11.0,64.0,True,0.0,32.0,True,211.0,16.0,True,0.0,8.0,False,0.0,0.0,True,4.0,2,11,1,28241.0,16378.0
975,AA,21.74,24.67,30.15,31.63,0.76,0.22,0.99,-0.02,31.24,33.0,6.66,0.8,186000000.0,8060790.0,21.0,True,1820.0,8192.0,True,552.0,4096.0,True,4041.0,2048.0,True,20480.0,1024.0,True,-0.01233006639266521,30.0,512,True,15.0,256,True,34.0,128.0,True,17.0,64.0,True,0.0,32.0,True,240.0,16.0,True,0.0,8.0,False,0.0,0.0,True,9.0,2,11,1,27238.0,16378.0
1232,LB,44.37,48.28,59.23,62.92,0.76,0.2,5.26,0.02,65.76,67.0,10.19,0.79,278000000.0,3252527.0,19.0,True,1858.0,8192.0,True,361.0,4096.0,True,6031.0,2048.0,True,18432.0,1024.0,True,0.04513668150031792,2.0,512,True,1.0,256,True,40.0,128.0,True,20.0,64.0,True,0.0,32.0,True,237.0,16.0,True,1.0,8.0,False,0.0,0.0,True,56.0,2,11,1,27039.0,16378.0
1045,OLN,25.87,28.97,35.75,38.87,0.9,0.2,0.57,0.19,39.75,41.0,9.79,0.88,158200000.0,1314966.0,20.0,True,1917.0,8192.0,True,491.0,4096.0,True,3098.0,2048.0,True,19456.0,1024.0,True,0.02263956779006953,13.0,512,True,7.0,256,True,37.0,128.0,True,19.0,64.0,True,0.0,32.0,True,266.0,16.0,True,1.0,8.0,False,0.0,0.0,True,4.0,2,11,1,25309.0,16378.0
1424,SNX,86.63,91.54,105.75,117.33,0.54,0.21,0.29,0.21,119.3,121.0,35.11,0.77,51150000.0,132828.0,18.0,True,1272.0,8192.0,True,232.0,4096.0,True,2187.0,2048.0,True,17408.0,1024.0,True,0.016790249723003484,16.0,512,True,8.0,256,True,40.0,128.0,True,20.0,64.0,True,0.0,32.0,True,230.0,16.0,True,1.0,8.0,False,0.0,0.0,True,1.0,2,11,1,21415.0,16378.0
864,MX,17.18,18.31,22.8,25.04,0.64,0.16,0.21,0.16,25.26,27.0,9.92,0.77,35590000.0,507066.0,14.0,True,2009.0,8192.0,True,269.0,4096.0,True,1297.0,2048.0,True,13312.0,1024.0,True,0.008785942492012876,20.0,512,True,10.0,256,True,32.0,128.0,True,16.0,64.0,True,0.0,32.0,True,230.0,16.0,True,1.0,8.0,False,0.0,0.0,True,0.0,2,11,1,17196.0,16378.0
1622,RH,459.58,488.51,523.35,583.5,0.47,0.18,0.63,0.22,596.34,613.0,119.79,1.0,20490000.0,288308.0,12.0,True,584.0,8192.0,True,258.0,4096.0,True,4240.0,2048.0,True,11264.0,1024.0,True,0.022005141388174863,14.0,512,True,7.0,256,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,304.0,16.0,True,1.0,8.0,False,0.0,0.0,True,5.0,2,11,1,16734.0,16378.0
1324,PAG,63.94,67.34,78.95,81.56,0.48,0.15,0.96,-0.01,83.67,86.0,28.96,0.39,81180000.0,389749.0,13.0,True,1412.0,8192.0,True,218.0,4096.0,True,1601.0,2048.0,True,12288.0,1024.0,True,0.02587052476704266,12.0,512,True,6.0,256,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,109.0,16.0,True,0.0,8.0,False,0.0,0.0,True,9.0,2,11,1,15712.0,16378.0
1483,AGCO,108.25,117.48,138.91,144.51,0.59,0.13,2.23,0.08,148.5,151.0,44.92,0.82,75000000.0,492921.0,11.0,True,1494.0,8192.0,True,349.0,4096.0,True,2083.0,2048.0,True,10240.0,1024.0,True,0.027610545982977023,11.0,512,True,5.0,256,True,40.0,128.0,True,20.0,64.0,True,0.0,32.0,True,246.0,16.0,True,1.0,8.0,False,0.0,0.0,True,23.0,2,11,1,14512.0,16378.0
1032,TPX,28.8,30.92,36.99,37.65,0.49,0.12,2.14,0.21,38.83,39.0,10.2,0.96,205200000.0,1714419.0,10.0,True,1608.0,8192.0,True,302.0,4096.0,True,2650.0,2048.0,True,9216.0,1024.0,True,0.03134130146082337,9.0,512,True,5.0,256,True,42.0,128.0,True,21.0,64.0,True,0.0,32.0,True,291.0,16.0,True,0.0,8.0,False,0.0,0.0,True,22.0,2,11,1,14166.0,16378.0
1268,ATKR,46.91,55.0,70.91,71.33,0.8,0.08,1.49,0.14,71.98,74.0,20.54,1.0,46920000.0,247097.0,9.0,True,2370.0,8192.0,True,706.0,4096.0,True,2379.0,2048.0,True,8192.0,1024.0,True,0.009112575353988584,20.0,512,True,10.0,256,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,304.0,16.0,True,0.0,8.0,False,0.0,0.0,True,15.0,2,11,1,14053.0,16378.0
1031,TX,28.83,31.68,36.35,38.48,0.56,0.14,7.52,0.15,38.41,40.0,12.48,0.2,196310000.0,1485895.0,11.0,True,1208.0,8192.0,True,405.0,4096.0,True,1890.0,2048.0,True,10240.0,1024.0,True,-0.0018191268191268266,25.0,512,True,13.0,256,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,48.0,16.0,True,0.0,8.0,False,0.0,0.0,True,82.0,2,11,1,13965.0,16378.0
1447,AMAT,94.03,104.63,123.1,133.42,0.61,0.13,0.27,0.24,135.1,143.0,46.89,0.83,915000000.0,8123985.0,10.0,True,1446.0,8192.0,True,462.0,4096.0,True,1699.0,2048.0,True,9216.0,1024.0,True,0.012591815320042025,18.0,512,True,9.0,256,True,33.0,128.0,True,17.0,64.0,True,0.0,32.0,True,250.0,16.0,True,1.0,8.0,False,0.0,0.0,True,1.0,2,11,1,13152.0,16378.0
983,RRR,25.47,27.72,33.06,33.86,0.56,0.09,5.05,-0.26,34.36,36.0,8.34,0.95,70860000.0,342110.0,8.0,True,1578.0,8192.0,True,362.0,4096.0,True,3256.0,2048.0,True,7168.0,1024.0,True,0.014766686355581808,17.0,512,True,9.0,256,True,35.0,128.0,True,17.0,64.0,True,0.0,32.0,True,288.0,16.0,True,0.0,8.0,False,0.0,0.0,True,54.0,2,11,1,12784.0,16378.0
856,AMKR,17.37,19.09,23.34,24.12,0.56,0.1,0.27,0.16,24.35,26.0,8.64,0.39,242340000.0,1454272.0,9.0,True,1824.0,8192.0,True,406.0,4096.0,True,1650.0,2048.0,True,8192.0,1024.0,True,0.009535655058043135,20.0,512,True,10.0,256,True,32.0,128.0,True,16.0,64.0,True,0.0,32.0,True,109.0,16.0,True,0.0,8.0,False,0.0,0.0,True,1.0,2,11,1,12260.0,16378.0
1571,KSU,205.87,214.06,235.75,260.59,0.34,0.15,0.39,-0.05,260.15,267.0,123.93,0.89,91290000.0,1067330.0,10.0,True,830.0,8192.0,True,163.0,4096.0,True,599.0,2048.0,True,9216.0,1024.0,True,-0.0016884761502743689,25.0,512,True,13.0,256,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,269.0,16.0,True,1.0,8.0,False,0.0,0.0,True,2.0,2,11,1,11175.0,16378.0
1511,CDW,141.62,146.13,162.56,169.38,0.34,0.12,0.3,0.09,175.89,178.0,97.81,0.94,142600000.0,1199566.0,10.0,True,921.0,8192.0,True,130.0,4096.0,True,188.0,2048.0,True,9216.0,1024.0,True,0.03843428976266378,6.0,512,True,3.0,256,True,41.0,128.0,True,20.0,64.0,True,0.0,32.0,True,285.0,16.0,True,1.0,8.0,False,0.0,0.0,True,1.0,2,11,1,10812.0,16378.0
1246,HIBB,53.8,57.2,68.44,70.05,0.52,0.05,3.0,0.2,69.72,76.0,11.54,0.95,16540000.0,246605.0,3.0,True,1610.0,8192.0,True,259.0,4096.0,True,6045.0,2048.0,True,2048.0,1024.0,True,-0.00471092077087792,27.0,512,True,13.0,256,True,29.0,128.0,True,14.0,64.0,True,0.0,32.0,True,288.0,16.0,True,0.0,8.0,False,0.0,0.0,True,31.0,2,11,1,10364.0,16378.0
1239,SF,51.97,56.3,64.89,65.57,0.49,0.1,0.43,0.1,66.89,69.0,26.25,0.89,106030000.0,403121.0,8.0,True,1250.0,8192.0,True,341.0,4096.0,True,1182.0,2048.0,True,7168.0,1024.0,True,0.020131157541558753,15.0,512,True,7.0,256,True,37.0,128.0,True,19.0,64.0,True,0.0,32.0,True,269.0,16.0,True,0.0,8.0,False,0.0,0.0,True,3.0,2,11,1,10291.0,16378.0
1382,LEN,83.4,85.03,94.26,102.35,0.29,0.11,1.51,0.18,103.74,106.0,39.82,0.95,309020000.0,1524023.0,8.0,True,889.0,8192.0,True,80.0,4096.0,True,1223.0,2048.0,True,7168.0,1024.0,True,0.013580850024425996,18.0,512,True,9.0,256,True,39.0,128.0,True,20.0,64.0,True,0.0,32.0,True,288.0,16.0,True,1.0,8.0,False,0.0,0.0,True,15.0,2,11,1,9750.0,16378.0
821,FLR,16.94,18.86,20.99,22.2,0.51,0.12,0.61,-0.17,21.5,23.0,7.21,0.71,140650000.0,1419875.0,7.0,True,925.0,8192.0,True,464.0,4096.0,True,1872.0,2048.0,True,6144.0,1024.0,True,-0.0315315315315315,40.0,512,True,20.0,256,True,32.0,128.0,True,16.0,64.0,True,0.0,32.0,True,211.0,16.0,True,0.0,8.0,False,0.0,0.0,True,5.0,2,11,1,9729.0,16378.0
1217,KFY,46.78,51.9,62.84,62.96,0.57,0.07,1.59,-0.1,64.02,66.0,25.39,0.95,54010000.0,155808.0,6.0,True,1727.0,8192.0,True,448.0,4096.0,True,1146.0,2048.0,True,5120.0,1024.0,True,0.016836086404065996,16.0,512,True,8.0,256,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,288.0,16.0,True,0.0,8.0,False,0.0,0.0,True,16.0,2,11,1,8826.0,16378.0
986,SEM,27.58,29.33,33.65,34.26,0.42,0.09,1.4,0.06,34.41,37.0,13.58,0.78,130270000.00000001,657955.0,6.0,True,1207.0,8192.0,True,260.0,4096.0,True,1300.0,2048.0,True,5120.0,1024.0,True,0.004378283712784547,22.0,512,True,11.0,256,True,31.0,128.0,True,15.0,64.0,True,0.0,32.0,True,234.0,16.0,True,0.0,8.0,False,0.0,0.0,True,14.0,2,11,1,8214.0,16378.0
973,MOS,25.01,27.26,31.59,31.36,0.51,0.09,1.88,0.18,32.25,34.0,10.08,0.77,379000000.0,5303344.0,5.0,True,1301.0,8192.0,True,368.0,4096.0,True,2097.0,2048.0,True,4096.0,1024.0,True,0.028380102040816344,11.0,512,True,5.0,256,True,34.0,128.0,True,17.0,64.0,True,0.0,32.0,True,230.0,16.0,True,0.0,8.0,False,0.0,0.0,True,19.0,2,11,1,8178.0,16378.0
1199,MDC,49.1,50.86,57.28,59.41,0.32,0.09,0.54,0.11,60.54,62.0,21.54,0.76,75160000.0,261607.0,6.0,True,1034.0,8192.0,True,147.0,4096.0,True,1489.0,2048.0,True,5120.0,1024.0,True,0.01902036694159237,15.0,512,True,8.0,256,True,39.0,128.0,True,19.0,64.0,True,0.0,32.0,True,227.0,16.0,True,0.0,8.0,False,0.0,0.0,True,4.0,2,11,1,8102.0,16378.0
662,ISBC,11.15,12.2,14.33,14.61,0.47,0.08,0.67,-0.09,14.67,15.0,6.85,0.75,236690000.0,1572284.0,6.0,True,1430.0,8192.0,True,386.0,4096.0,True,643.0,2048.0,True,5120.0,1024.0,True,0.004106776180698186,22.0,512,True,11.0,256,True,39.0,128.0,True,19.0,64.0,True,0.0,32.0,True,224.0,16.0,True,0.0,8.0,False,0.0,0.0,True,5.0,2,11,1,7899.0,16378.0
638,VLY,10.48,11.44,13.49,13.74,0.46,0.08,1.61,-0.03,13.61,14.0,6.6,0.62,403870000.0,2584541.0,6.0,True,1468.0,8192.0,True,375.0,4096.0,True,559.0,2048.0,True,5120.0,1024.0,True,-0.009461426491994234,29.0,512,True,14.0,256,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,182.0,16.0,True,0.0,8.0,False,0.0,0.0,True,16.0,2,11,1,7820.0,16378.0
1561,ODFL,208.75,213.3,231.66,242.36,0.23,0.1,0.34,0.06,248.33,249.0,124.17,0.73,117110000.0,517443.0,7.0,True,705.0,8192.0,True,89.0,4096.0,True,416.0,2048.0,True,6144.0,1024.0,True,0.024632777686086807,12.0,512,True,6.0,256,True,42.0,128.0,True,21.0,64.0,True,0.0,32.0,True,218.0,16.0,True,1.0,8.0,False,0.0,0.0,True,2.0,2,11,1,7656.0,16378.0
1416,ENTG,96.12,101.54,107.98,114.76,0.36,0.12,0.51,0.21,118.31,122.0,47.26,0.96,134940000.0,778679.0,6.0,True,520.0,8192.0,True,231.0,4096.0,True,1124.0,2048.0,True,5120.0,1024.0,True,0.03093412338794002,9.0,512,True,5.0,256,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,291.0,16.0,True,1.0,8.0,False,0.0,0.0,True,4.0,2,11,1,7362.0,16378.0
